,Sub Division,Year of Installation,Project Name,Meter Installation Date,Village,PV Cap. from Form,Ref. DC V,Actual DC V,String 1: DC V,String 1: DC A,String 2: DC V,String 2: DC A,AC V,AC A,Power (W),E-Today (kWh),E-Total (kWh),Gen. in Solar meter (kWh) ,Avg. Solar generation per kW,Verified,Current Status of Inverter,Check List 1: Connection tightness of AC/DC box is ok?,Check List 2: Tightness nearer to meter connection is ok?,Check List 3: Connection of Earthing & L.A. is ok?,Check List 4: DC/AC connector is ok?,Check List 5: Wire Dressing is ok?,Check List 6: Wifi Connection is ok?,Check List 7: Tightness of U & Z clamp is ok?,Check List 8: Colour of  Welding Joint is ok?,Check List 9: Concrete Block is there?,Check  List 10: Visual checking of all parts,Observation
634,TORRENT,2019-20,2019-20R0693,9/2/2020,Bhatar,4.95,450,502.1,232.6,4.7,269.5,5.0,244.0,9.8,2355.0,6.3,7959.0,8136.0,3.44,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok cebal ty correct 
635,TORRENT,2019-20,2019-20R0241,8/19/2020,Bhatar,3.3,300,328.8,328.8,4.8,0.0,0.0,244.0,6.8,1399.0,4.6,5184.0,5104.0,3.14,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Ok penal kharab che (cebal ty correct 
636,PIPLOD,2018-19,2018-19R0247,1/24/2019,Vesu,4.55,420,513.2,255.8,1.2,257.4,1.4,248.0,2.5,700.0,10,15000.0,16213.0,3.35,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok cebal ty correct 
637,PIPLOD,2019-20,2019-20R1039,8/13/2020,Vesu,9.9,900,1055.7,352.9,1.8,702.8,1.7,250.0,2.5,1829.0,26,14000.0,14367.0,2.91,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
638,PIPLOD,2019-20,2019-20R0950,8/31/2020,Vesu,9.9,900,1043.0,542.0,1.6,501.0,1.2,244.0,2.1,1717.0,27,16000.0,16264.0,3.42,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
639,PIPLOD,2019-20,2019-20R0930,8/31/2020,Vesu,5.94,540,568.0,238.0,1.1,330.0,1.3,248.0,3.1,773.0,15,9403.0,9561.0,3.35,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
640,PIPLOD,2018-19,2018-19R0238,3/7/2019,Vesu,5.85,540,651.0,314.0,1.3,337.0,0.1,247.0,2.1,544.0,10,20000.0,20643.0,3.45,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok cebal ty correct 
641,PIPLOD,2019-20,2019-20R0392,5/20/2020,Vesu,5.94,540,561.0,311.0,0.7,250.0,0.8,232.0,1.9,448.0,17,10000.0,10436.0,3.01,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
642,PIPLOD,2019-20,2019-20R0410,1/18/2020,Piplod,3.3,300,346.0,346.0,0.7,0.0,0.0,248.0,1.0,251.0,10,8881.0,9145.0,3.93,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Ok(xebal ty correct)add:sudharvanu che
643,PIPLOD,2019-20,2019-20R0896,8/22/2020,Vesu,3.3,300,340.0,340.0,0.5,0.0,0.0,243.0,0.7,178.0,8.9,4743.0,4686.0,2.9,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Yes,Yes,Ok/upar javadidhu nathi
644,PIPLOD,2019-20,2019-20R0973,9/3/2020,Piplod,3.3,300,294.0,294.0,0.4,0.0,0.0,247.0,0.5,143.0,10,5700.0,5854.0,3.72,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
645,PIPLOD,2018-19,2018-19R0197,2/18/2019,Piplod,5.2,480,519.9,262.5,0.2,257.4,0.2,250.0,1.8,201.0,15,20000.0,19828.0,3.67,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Ok(cebal ty correct)
646,TORRENT,2019-20,2019-20R0571,3/17/2020,Bhatar ,2.97,270,328.7,328.7,2.7,0.0,0.0,236.0,2.8,678.0,0.8,6409.0,6675.0,3.47,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok/L.a no road hatavano che + la no road ek nakhvano baki che a nakhvo
647,TORRENT,2019-20,2019-20R0570,3/17/2020,Bhatar,2.97,270,376.7,376.7,2.1,0.0,0.0,236.2,2.8,652.0,0.8,6311.0,6521.0,3.39,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok /
648,TORRENT,2019-20,2019-20R0569,3/17/2020,Bhatar,2.97,270,335.0,335.0,2.5,0.0,0.0,234.0,3.1,740.0,0.9,6659.0,6877.0,3.57,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok 
649,TORRENT,2019-20,2019-20R0772,11/4/2020, Udhana,4.95,450,500.0,250.0,2.2,250.0,2.5,237.0,1.8,1200.0,1.6,6388.0,6399.0,3.11,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
650,TORRENT,2018-19,2018-19RM0384,3/22/2019,Udhana,5.2,480,541.0,269.0,2.4,272.0,2.8,246.0,6.1,1540.0,2.3,16000.0,17998.0,3.43,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
651,TORRENT,2019-20,2019-20R0493,2/21/2020,Udhana,5.28,480,575.0,292.0,3.94,283.0,3.84,242.0,7.75,1906.0,2.6,13172.0,13091.0,3.68,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
652,TORRENT,2019-20,2019-20R0728,7/25/2020,Piplod,19.8,1800,1392.1,679.3,9.7,712.8,4.8,241.0,13.8,9257.0,15,30000.0,31741.0,3.09,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok 
653,TORRENT,2019-20,2019-20R0851,8/27/2020,Bombay market,3.3,300,343.0,343.0,4.6,0.0,0.0,232.0,6.6,1511.0,2.8,4923.0,4823.0,3.01,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
654,TORRENT,2019-20,2019-20R0865,8/27/2020,Bombay market,3.3,300,346.0,346.0,4.3,0.0,0.0,230.0,6.5,1447.0,2.8,5416.0,6011.0,3.76,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2invetor che
655,TORRENT,2019-20,2019-20R0740,7/6/2020,Bombay market,5.94,540,603.0,298.0,4.9,305.0,5.3,252.0,11.9,2950.0,6.5,11000.0,10952.0,3.43,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
656,TORRENT,2018-19,2018-19R0101,3/12/2019,Piplod ,5.85,540,621.0,308.0,4.6,313.0,4.4,244.0,11.3,2777.0,5.4,21000.0,21259.0,3.57,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cebal ty correct 
657,PIPLOD,2018-19,2018-19R0102,3/12/2019,Piplod ,5.85,540,613.0,305.0,4.4,308.0,4.3,246.0,10.7,2701.0,5.1,21000.0,21407.0,3.59,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok/cebal ty correct 
658,TORRENT,2018-19,2018-19R0283,2/1/2019,Matavadi,5.2,480,545.0,271.0,3.3,274.0,3.9,243.0,8.7,2166.0,6.2,18000.0,17886.0,3.25,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
659,PIPLOD,2019-20,2019-20R0762,11/3/2020,Umra,3.3,300,331.0,331.0,4.5,0.0,0.0,249.0,5.9,1433.0,3.3,4991.0,4899.0,3.56,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Ok cebal ty correct 
660,PIPLOD,2019-20,2019-20R0438,9/3/2020,Piplod ,3.3,300,385.4,385.4,4.0,0.0,0.0,241.0,5.9,1395.0,2.6,4703.0,4737.0,3,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Ok
661,TORRENT,2019-20,2019-20R0623,5/27/2020,Nanived,3.3,300,327.0,327.0,2.8,0.0,0.0,244.0,3.0,934.0,8.3,6968.0,6919.0,3.63,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
662,BAMROLI SD,2019-20,2019-20R0721,7/22/2020,Bamroli,3.3,300,334.5,334.5,1.3,0.0,0.0,245.0,1.6,418.0,6,5487.0,5410.0,3.15,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Yes,Yes,Ok / cebal ty correct/luping sarkhu karyu
663,BAMROLI SD,2019-20,2019-20R0692,7/14/2020,Bamroli,3.3,300,365.0,365.0,1.8,0.0,0.0,239.0,2.7,575.0,8.1,5859.0,5765.0,3.3,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok cebal ty correct 
664,TORRENT,2018-19,2018-19R0349,4/8/2019,Dabholi char rasta,3.25,300,353.0,353.0,1.5,0.0,0.0,246.0,2.4,613.0,7.3,11000.0,11000.0,3.41,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
665,BAMROLI SD,2018-19,2018-19R0349-A,3/27/2019,Pandeshwara,2.925,270,306.0,306.0,1.5,0.0,0.0,225.0,2.0,443.0,5.9,3654.0,10583.0,3.6,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok cabal ty correct 
666,TORRENT,2019-20,2019-20R0023,3/3/2020,Majuraget,9.9,900,1006.7,526.7,1.58,480.0,1.55,230.7,2.37,1629.0,23.5,22844.0,22806.0,3.48,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Ok cebal ty correct, sedaling "
667,TORRENT,2018-19,2018-19R0198,4/3/2019,Trikam nagar,5.85,540,628.0,316.0,2.6,312.0,2.7,242.0,6.9,1718.0,13,20000.0,3880.0,0.67,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
668,TORRENT,2018-19,2018-19R0199,4/3/2019,Trikam nagar,3.25,300,335.0,335.0,2.6,0.0,0.0,239.0,3.8,917.0,7.4,11.0,1145.0,0.35,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
669,TORRENT,2018-19,2018-19R0237,11/19/2018,Trikam nagar,5.2,480,550.0,275.0,4.8,275.0,4.8,236.0,5.6,1354.0,12,21000.0,20773.0,3.53,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
670,AMALSAD O&M SD,2019-20,2019-20R0595,2/24/2020,Amalsad,3.3,300,273.0,273.0,5.8,0.0,0.0,254.0,5.9,1508.0,0,7145.0,7145.0,3.22,Faulty,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Enveter badalyu
671,AMALSAD O&M SD,2019-20,2019-20R1020,7/2/2020,Amalsad,2.97,270,301.2,301.2,6.1,0.0,0.0,256.0,7.0,1750.0,4.2,5736.0,5806.0,3.6,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,"Ok,cebal ty correct "
672,AMALSAD O&M SD,2019-20,2018-19R0144,1/17/2019,Vasan,3.25,295.45,336.0,336.0,6.1,0.0,0.0,270.0,7.2,1853.0,6.3,13000.0,13679.0,3.92,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok cebal ty correct 
673,AMALSAD O&M SD,2018-19,2018-19R0145,1/17/2019,Vasan. Amalsad,3.25,300,344.0,344.0,5.8,0.0,0.0,267.0,8.8,2015.0,6.2,2411.0,2640.0,0.76,Faulty,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
674,AMALSAD O&M SD,2018-19,2018-19R0139,1/17/2019,Vasan,3.25,300,339.0,339.0,5.4,0.0,0.0,265.0,6.8,1847.0,5.8,10000.0,10673.0,3.05,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok wi fi configuration karyu
675,AMALSAD O&M SD,2019-20,2019-20R0783,6/18/2020,Vasan. Amalsad,3.3,300,340.0,340.0,5.9,0.0,0.0,264.0,7.6,2004.0,6.7,6722.0,6617.0,3.6,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
676,AMALSAD O&M SD,2019-20,2019-20R0345,2/21/2020,Kotha,3.3,300,337.0,337.0,6.0,0.0,0.0,271.0,7.4,1960.0,7,8395.0,8520.0,3.82,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok cebal ty correct 
677,AMALSAD O&M SD,2019-20,2019-20R0903,7/8/2020,Mendhar,3.3,300,342.0,342.0,5.1,0.0,0.0,266.0,6.5,1694.0,9.3,6834.0,6741.0,3.8,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok /cebal ty correct 
678,AMALSAD O&M SD,2019-20,2019-20R0887,7/9/2020,Amalsad,3.3,300,334.0,334.0,4.6,0.0,0.0,257.0,5.9,1491.0,8.6,5711.0,5764.0,3.26,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
679,AMALSAD O&M SD,2019-20,2019-20R0330,2/21/2020,Amalsad,2.97,270,309.0,309.0,3.9,0.0,0.0,255.0,4.12,1078.0,1.4,181.0,6934.0,3.46,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
680,AMALSAD O&M SD,2019-20,2019-20R0329,2/21/2020,Amalsad,2.97,270,330.0,330.0,3.11,0.0,0.0,255.0,3.25,827.0,7.3,3778.0,7212.0,3.6,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
681,AMALSAD O&M SD,2019-20,2019-20R0864,6/18/2020,Amalsad,3.3,300,336.0,336.0,3.1,0.0,0.0,256.0,4.0,1000.0,10,6177.0,6220.0,3.38,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Ok cebal ty correct 
682,AMALSAD O&M SD,2019-20,2019-20R0573,2/22/2020,Dhamdachh,3.3,300,347.0,347.0,2.6,0.0,0.0,250.0,3.5,861.0,10,4583.0,6874.0,3.09,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok/system badleliche
683,AMALSAD O&M SD,2019-20,2019-20R0345,2/21/2020,Kotha. Amalsad,3.3,300,321.0,321.0,5.7,0.0,0.0,259.0,7.1,1819.0,7,12000.0,12138.0,5.45,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
684,AMALSAD O&M SD,2019-20,2019-20R0647,2/22/2020,Kacholi,2.97,270,320.0,320.0,2.19,0.0,0.0,257.0,2.62,721.0,6.6,7453.0,7659.0,3.76,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Ok
685,AMALSAD O&M SD,2019-20,2019-20R0586,2/22/2020,Kacholi,5.94,540,611.0,313.0,5.5,298.0,5.4,269.0,11.4,3163.0,13,14000.0,14898.0,3.66,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
686,AMALSAD O&M SD,2019-20,2019-20R0333,1/25/2020,Kacholi,5.94,540,632.0,319.0,4.9,313.0,4.92,259.0,12.0,3024.0,15,15000.0,15192.0,3.59,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
687,AMALSAD O&M SD,2019-20,2019-20R0575,2/24/2020,Kachholi,3.3,300,299.0,299.0,4.8,0.0,0.0,260.0,5.5,1427.0,7.1,7838.0,8080.0,3.58,Done,Normal,Yes,Yes,Yes,Yes,Yes,Installed new wifi,Yes,Yes,Yes,Yes,1 Module bypass die to cricket found in module
688,AMALSAD O&M SD,2019-20,2019-20R0331,3/20/2020,Kacholi,5.28,480,554.0,276.0,3.4,278.0,4.3,245.0,5.4,2338.0,6.8,12687.0,12727.0,3.66,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
689,AMALSAD O&M SD,2019-20,2019-20R0334,2/22/2020,Kacholi,5.28,480,561.0,280.0,4.7,281.0,3.58,253.0,10.37,2165.0,13.3,13396.0,13585.0,3.76,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
690,AMALSAD O&M SD,2019-20,2019-20R0335,2/22/2020,Kacholi,5.28,480,524.0,276.0,2.35,248.0,2.44,250.0,7.87,1433.0,14,13265.0,13472.0,3.72,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
691,AMALSAD O&M SD,2019-20,2019-20R0932,6/19/2020,Kachholi,5.28,480,524.0,257.0,1.6,267.0,1.7,247.0,3.5,874.0,12,9735.0,9996.0,3.34,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
692,AMALSAD O&M SD,2019-20,2019-20R0342,2/25/2020,Kachoi,5.28,480,498.0,245.0,1.43,253.0,1.1,249.0,2.62,709.0,8.4,12554.0,12654.0,3.51,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
693,AMALSAD O&M SD,2019-20,2019-20R0336,2/21/2020,Kacholi,5.28,480,552.0,272.0,1.6,280.0,1.5,251.0,3.2,791.0,14.2,12994.0,12871.0,3.55,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
694,AMALSAD O&M SD,2018-19,2018-19R0284,5/24/2019,Kacholi,4.875,450,562.0,301.0,1.4,261.0,1.2,252.0,2.5,924.0,9.8,14000.0,14426.0,3.09,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
695,AMALSAD O&M SD,2019-20,2019-20R1019,6/18/2020,Kachholi,5.94,540,622.0,312.0,1.7,310.0,1.6,251.0,3.9,984.0,15,10000.0,10964.0,3.25,Done,Normal,Yes,Yes,Yes,Yes,Yes,New wifi installed,Yes,Yes,Yes,Yes,Modules not cleaned since 1 year
696,BHARUCH CITY EAST,2019-20,2019-20R0120,3/12/2020,ZADESHWAR,2.97,270,329.0,329.0,5.4,0.0,0.0,251.0,7.0,1726.0,3400,1396.0,7350.0,3.69,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Customer module cleaning monthly.
697,BHARUCH (RURAL) SD,2019-20,2019-20R0642,3/17/2020,ZADESHWAR,2.97,270,320.0,320.0,6.1,0.0,0.0,253.0,6.6,1683.0,4.7,6880.0,7098.0,3.59,Done,Normal,Yes,Yes,Yes,Yes,Repair pipe,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Module not cleaning
698,BHARUCH (RURAL) SD,2018-19,2018-19R0194,3/1/2019,ZADESHWAR,2.925,270,310.0,310.0,6.2,0.0,0.0,253.0,7.5,1931.0,6.1,10000.0,10274.0,3.35,Done,Normal,Yes,Yes,Yes,Yes,Pipe ,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,All done.
699,BHARUCH (RURAL) SD,2019-20,2019-20R0641,3/21/2020,Zadeshwar,2.97,270,318.0,318.0,6.5,0.0,0.0,258.0,7.2,1874.0,10.1,6973.0,7218.0,3.67,Done,Normal,Yes,Yes,Yes,Yes,Cable pipe & LA repair,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,No
700,BHARUCH (RURAL) SD,2019-20,2019-20R0661,6/16/2020,Zadeshwar,3.3,300,349.0,349.0,5.9,0.0,0.0,260.0,7.9,1988.0,5.8,6321.0,6517.0,3.43,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,No
701,BHARUCH (RURAL) SD,2018-19,2018-19R0251,3/16/2019,Zadeshwar,2.275,210,248.0,248.0,5.7,0.0,0.0,275.0,5.0,1389.0,2.2,7979.0,8043.0,3.42,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Generation issue.
702,BARDOLI (R) SDN,2019-20,2019-20R0022,12/22/2019,Baben,4.95,450,526.0,241.0,5.57,285.0,3.36,251.0,6.7,1542.0,2,18149.0,167.0,0.04,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Solar metar badlelu che ok
703,BARDOLI (R) SDN,2019-20,2019-20R0021,12/22/2019,Baben,4.95,450,522.0,289.0,3.63,233.0,4.12,256.0,7.7,2143.0,1.9,14330.0,492.0,0.13,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Solar metar badlelu che
704,BARDOLI (T) SDN,2019-20,2019-20R0016,12/17/2019,Bardoli,5.94,540,595.0,301.0,5.4,294.0,5.5,264.0,12.1,3260.0,4,16000.0,16790.0,3.69,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
705,BARDOLI (T) SDN,2018-19,2018-19R0043,12/4/2018,Bardoli,5.85,540,530.0,241.0,11.5,289.0,5.9,269.0,9.8,2679.0,8100,21000.0,20316.0,3.04,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
706,BARDOLI (T) SDN,2018-19,2018-19R0127,12/4/2018,Bardoli,9.75,900,505.0,505.0,11.2,0.0,0.0,260.0,6.5,6144.0,10,42000.0,43866.0,3.93,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok  
707,BARDOLI (T) SDN,2018-19,2018-19R0308,1/21/2019,Bardoli,5.2,480,533.0,267.0,2.5,266.0,2.6,265.0,5.1,1406.0,0,17000.0,17627.0,3.09,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Hpd badli che ac box ni
708,BARDOLI (T) SDN,2018-19,2018-19R0308-A,1/21/2019,Bardoli,5.2,480,548.0,277.0,3.8,271.0,4.1,263.0,8.1,2153.0,8400,21000.0,20954.0,3.68,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
709,BARDOLI (T) SDN,2019-20,2019-20R0017,12/14/2019,Bardoli,5.94,540,656.0,330.0,2.9,326.0,2.9,256.0,7.9,1975.0,9.6,16000.0,16767.0,3.67,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
710,BARDOLI (T) SDN,2019-20,2019-20R0043,1/20/2020,Bardoli,5.94,540,641.0,357.0,3.1,284.0,3.1,258.0,7.1,1799.0,10,3908.0,12560.0,2.89,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
711,BARDOLI (T) SDN,2019-20,2019-20R0384,1/20/2020,Bardoli,3.96,360,484.0,270.0,3.57,214.0,3.0,258.0,4.58,1290.0,9.1,2684.0,10436.0,3.6,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
712,BARDOLI (T) SDN,2019-20,2019-20R0476,12/11/2019,Bardoli,5.94,540,646.0,329.0,1.6,317.0,1.8,253.0,4.6,1180.0,13,16000.0,13596.0,2.96,Faulty,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
713,BARDOLI (T) SDN,2018-19,2018-19R0104,12/4/2018,Bardoli,4.875,450,502.0,224.0,0.5,278.0,0.6,250.0,0.5,361.0,8.7,4256.0,2899.0,0.52,Faulty,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
714,BARDOLI (T) SDN,2018-19,2018-19R0182,12/4/2018,Bardoli,4.875,450,494.0,266.0,0.2,228.0,0.1,261.0,1.0,124.0,7.9,5140.0,14557.0,2.61,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
715,BARDOLI (T) SDN,2019-20,2019-20R0287,6/18/2020,Bardoli,9.9,900,1043.0,533.0,3.6,510.0,3.68,266.0,3.3,3012.0,8.5,20012.0,20135.0,3.49,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
716,BARDOLI (T) SDN,2018-19,2018-19R0358,4/8/2019,Bardoli,2.925,270,320.0,320.0,1.2,0.0,0.0,262.0,1.5,277.0,6,9269.0,7281.0,2.44,Faulty,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
717,BARDOLI (T) SDN,2018-19,2018-19R0357,4/5/2019,Bardoli,3.25,300,361.0,361.0,2.3,0.0,0.0,273.0,2.7,1787.0,3.9,10000.0,10843.0,3.26,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
