,Sub Division,Year of Installation,Project Name,Meter Installation Date,Village,PV Cap. from Form,Ref. DC V,Actual DC V,String 1: DC V,String 1: DC A,String 2: DC V,String 2: DC A,AC V,AC A,Power (W),E-Today (kWh),E-Total (kWh),Gen. in Solar meter (kWh) ,Avg. Solar generation per kW,Verified,Current Status of Inverter,Check List 1: Connection tightness of AC/DC box is ok?,Check List 2: Tightness nearer to meter connection is ok?,Check List 3: Connection of Earthing & L.A. is ok?,Check List 4: DC/AC connector is ok?,Check List 5: Wire Dressing is ok?,Check List 6: Wifi Connection is ok?,Check List 7: Tightness of U & Z clamp is ok?,Check List 8: Colour of  Welding Joint is ok?,Check List 9: Concrete Block is there?,Check  List 10: Visual checking of all parts,Observation
87,AKOTA CITY SD,2017-18,2017-18R0048,1/12/2018,Vadodara,2.88,270,292.0,292.0,3.4,0.0,0.0,258.0,7.5,1942.0,5.2,13745.0,17142.0,4.65,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Required,Not applicable,Yes,Plant running normal conditions
88,AKOTA CITY SD,2017-18,2017-18R0038,1/3/2018,Vadodara,3.0,281.25,333.0,333.0,1.99,0.0,0.0,238.0,2.0,465.0,4,15316.0,15870.0,4.11,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Plant running normal conditions
89,SAYAN O&M SD,2019-20,2019-20R0168,2/28/2020,Umra ,4.62,420,671.0,340.0,7.0,331.0,7.2,260.0,8.0,1576.0,11,0.0,0.0,0,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Response are tentative 
90,BARDOLI (R) SDN,2019-20,2018-19R0259,12/14/2018,Mota,5.025,456.82,496.0,248.0,8.7,248.0,8.0,260.0,9.3,3289.0,6.5,18000.0,17672.0,3.73,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required ,Yes,Ok
91,BARDOLI (R) SDN,2019-20,2019-20R0094,12/23/2019,Mota,4.95,450,502.0,237.0,4.23,265.0,3.66,261.0,7.12,1850.0,8.6,10838.0,10839.0,3.84,Done,Normal,Yes,Yes,Yes,Yes,Yes,Wi fi no id password kokalvano,Yes,Yes,Yes,Yes,Ok
92,BARDOLI (R) SDN,2018-19,2018-19R0037,12/14/2018,Mota,4.875,450,493.0,231.0,3.4,262.0,4.5,247.0,6.0,1739.0,7.2,8325.0,15603.0,3.39,Tampering,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
93,BARDOLI (R) SDN,2018-19,2018-19R0033,12/18/2018,Mota,5.025,463.85,442.0,221.0,8.0,221.0,8.1,261.0,7.1,1890.0,7,15402.0,14952.0,3.17,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
94,AKOTA CITY SD,2018-19,2018-19R0267,1/26/2019,Akota,3.25,300,314.0,314.0,2.9,0.0,0.0,253.0,3.4,945.0,4.2,10000.0,10433.0,3.56,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N A,Yes,Normal
95,BARDOLI (R) SDN,2019-20,2019-20R0371,1/28/2020,Mota,3.3,300,325.0,325.0,2.0,0.0,0.0,258.0,2.7,689.0,5.9,6911.0,6882.0,3.91,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Yes,Yes,Ok
96,AKOTA CITY SD,2019-20,2019-20R0344,1/25/2020,Akota,3.3,300,330.0,330.0,6.8,0.0,0.0,258.0,6.7,1722.0,5.2,7077.0,25440.0,14.36,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Normal
97,BARDOLI (R) SDN,2018-19,2018-19R0046,12/11/2018,Mota,3.25,300,331.0,331.0,3.0,0.0,0.0,264.0,4.0,1078.0,5.4,11000.0,11101.0,3.61,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
98,BARDOLI (R) SDN,2018-19,2018-19R0362,5/30/2019,Mota,9.9,913.85,1010.6,462.4,3.3,548.2,3.5,260.0,4.9,3274.0,17,25000.0,25595.0,3.33,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
99,AKOTA CITY SD,2019-20,2019-20R0445,2/6/2020,Akota,3.3,300,320.0,320.0,7.0,0.0,0.0,255.0,7.1,2509.0,5.4,6497.0,15811.0,9.13,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Normal
100,BARDOLI (R) SDN,2018-19,2018-19R0327,1/18/2019,Mota,3.25,300,292.0,292.0,8.0,0.0,0.0,269.0,3.0,1985.0,5,10000.0,10885.0,3.68,Tampering,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
101,AKOTA CITY SD,2019-20,2019-20R0651,2/24/2020,Akota,1.98,180,194.0,194.0,6.0,0.0,0.0,252.0,4.1,1019.0,3.9,3767.0,10225.0,10.19,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,,Yes,Previous meter .use now solar meter
102,BARDOLI (R) SDN,2018-19,2018-19R0333,1/18/2019,Mota,5.94,548.31,581.0,292.0,3.9,289.0,3.2,263.0,4.0,2372.0,15,18000.0,18544.0,3.43,Done,Normal,Yes,Yes,Nathi ,Yes,Yes,Yes,Yes,Yes,Nathi ,Yes,Ok
103,BARDOLI (R) SDN,2018-19,2018-19R0025,12/14/2018,Mota,3.25,300,331.0,331.0,4.8,0.0,0.0,246.0,5.4,1416.0,8,10000.0,10185.0,3.32,Done,Normal,Yes,Yes,Nathi ,Yes,Yes,Yes,Yes,Yes,No,Yes,Ok
104,BARDOLI (R) SDN,2018-19,2018-19R0032,12/26/2018,Mota,5.28,487.38,520.0,259.0,2.9,261.0,3.2,248.0,6.2,1580.0,14,12000.0,15182.0,3.09,Done,Normal,Yes,Yes,Nathi,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Nathi ,Yes,Ok
105,BARDOLI (R) SDN,2018-19,2018-19R0024,12/18/2018,Mota,5.2,480,515.0,255.0,3.7,260.0,4.0,261.0,7.8,1922.0,16,8933.0,17992.0,3.68,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nathi,Yes,Ok
106,BARDOLI (R) SDN,2019-20,2019-20R0370,12/30/2019,Mota,4.95,450,481.0,225.0,0.8,256.0,0.62,252.0,1.37,382.0,15.4,5465.0,10677.0,3.83,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nathi,Yes,Ok 
107,BARDOLI (R) SDN,2019-20,2019-20R0093,12/23/2019,Mota,4.95,450,493.0,270.0,0.5,223.0,0.4,242.0,1.25,396.0,16,10088.0,10117.0,3.59,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nathi,Yes,Ok
108,AKOTA CITY SD,2019-20,2019-20R0880,8/29/2020,Akota,3.3,300,306.0,306.0,3.7,0.0,0.0,254.0,4.4,1106.0,8.8,3937.0,4067.0,3.85,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,,Yes,Normal
109,BARDOLI (R) SDN,2018-19,2018-19R0059,12/14/2018,Mota,3.25,300,336.0,336.0,0.7,0.0,0.0,246.0,1.3,341.0,9.4,10000.0,10476.0,3.41,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nathi,Yes,Ok
110,BARDOLI (R) SDN,2018-19,2018-19R0164,12/11/2018,Mota,5.2,480,519.0,260.0,1.2,259.0,1.1,240.0,2.0,318.0,15,6008.0,17585.0,3.57,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
111,BARDOLI (R) SDN,2019-20,2019-20R0019,12/22/2019,Kareli,5.94,540,607.0,306.0,0.6,301.0,0.6,232.0,2.2,459.0,20,13000.0,13820.0,4.07,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ok
112,BARDOLI (R) SDN,2019-20,2019-20R0020,12/23/2019,Kareli,5.94,540,607.0,306.0,0.6,301.0,0.5,233.0,1.8,409.0,20,12000.0,12712.0,3.75,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nathi,Yes,Ok
113,BARDOLI (R) SDN,2019-20,2019-20R0085,12/23/2019,Kareli,9.9,900,471.0,234.0,1.1,237.0,1.2,239.0,1.2,640.0,34,21000.0,21620.0,3.83,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Nathi,Yes,Ok
114,BARDOLI (R) SDN,2018-19,2018-19R0128,12/27/2018,Kareli,5.85,540,585.0,287.0,0.7,298.0,0.7,236.0,1.9,449.0,18,1807.0,18331.0,3.37,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Patrapar che,Nathi,Yes,Ok
115,BARDOLI (R) SDN,2018-19,2018-19R0070,12/27/2018,Kareli,5.2,480,519.0,263.0,0.5,256.0,0.4,238.0,0.8,210.0,17,17000.0,18513.0,3.82,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nathi,Yes,Ok
116,PALSANA,2019-20,2019-20R1031,7/18/2020,Ena,5.94,540,598.0,303.0,3.6,295.0,3.6,252.0,8.7,2119.0,7.8,7688.0,7824.0,3.63,Done,Normal,Yes,Yes,Yes,Yes,Done at site ,Yes,Yes,Yes,Yes,Yes,Ok
117,PALSANA,2019-20,2019-20R0044,2/27/2020,Ena,4.95,450,664.0,332.0,8.2,332.0,8.2,271.0,20.3,5328.0,8,11000.0,11816.0,4.73,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Na,Yes,Ok
118,PALSANA,2019-20,2019-20R0047,2/27/2020,Ena,5.94,540,604.0,301.0,2.2,303.0,2.3,256.0,8.0,2678.0,9.2,11000.0,11914.0,3.97,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required ,Yes,Ok
119,PALSANA,2019-20,2019-20R0046,2/27/2020,Ena,4.95,450,498.0,269.0,8.9,229.0,9.2,275.0,16.3,4404.0,7,9609.0,9934.0,3.97,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Na,Yes,Ok
120,AKOTA CITY SD,2019-20,2019-20R0561,2/22/2020,Akota,9.9,900,998.0,504.0,4.2,494.0,3.9,255.0,5.7,4060.0,9.4,21219.0,91772.0,18.18,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Normal/ solar meter is old meter
121,AKOTA CITY SD,2019-20,2019-20R0594,2/22/2020,Akota,2.97,270,304.0,304.0,5.2,0.0,0.0,256.0,6.0,1510.0,4,6141.0,6402.0,4.23,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,,Yes,Normal
122,PALSANA,2019-20,2019-20R0723,3/20/2020,Ena,4.62,420,476.0,238.0,7.4,238.0,7.6,259.0,9.5,2623.0,7.2,8284.0,8447.0,3.79,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,On shed,Yes,Need damar Patti at roof hole
123,PALSANA,2019-20,2019-20R0045,1/21/2020,Ena,4.95,450,476.0,220.0,9.1,256.0,8.7,264.0,15.12,4016.0,9.6,9820.0,9621.0,3.59,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required ,Yes,Ok
124,PALSANA,2018-19,2018-19R0285,1/23/2019,Ena,5.85,540,584.0,289.0,8.6,295.0,8.6,286.0,17.7,5118.0,12,18000.0,17577.0,3.32,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required ,Yes,Customer in America servant allow for maintenance 
125,PALSANA,2018-19,2018-19R0021,12/11/2018,Ena,5.2,480,600.0,300.0,3.8,300.0,3.8,260.0,6.9,4368.0,11,18000.0,17476.0,3.55,Done,Normal,Yes,Yes,Yes,Yes,Done at site,Yes,Yes,Yes,Not required ,Yes,Ok
126,PALSANA,2018-19,2018-19R0176,12/11/2018,Ena,5.85,540,535.0,273.0,5.0,262.0,8.0,280.0,16.0,4623.0,13,13000.0,18114.0,3.27,Done,Normal,Yes,Yes,LA nathi,Yes,Yes,Yes,Yes,Yes,Na,Yes,Ok
127,PALSANA,2019-20,2019-20R0267,2/27/2020,Tundi,2.97,270,299.0,299.0,3.7,0.0,0.0,253.0,3.0,880.0,8.4,5703.0,5820.0,3.88,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Na,Yes,Ok
128,BARDOLI (R) SDN,2017-18,2017-18R0062,1/20/2018,Mota,3.0,281.25,349.0,349.0,0.8,0.0,0.0,243.0,0.75,208.0,9.2,14381.0,14764.0,3.87,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Nathi,Yes,Ok
129,PALSANA,2018-19,2018-19R0036,12/14/2018,Tundi,4.55,420,458.0,229.0,7.5,229.0,7.5,263.0,12.0,3000.0,13,17000.0,16645.0,3.87,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,On શેડ system,Not required ,Yes,Ac spd need to change 
130,BARDOLI (R) SDN,2017-18,2017-18R0080,3/16/2018,Mota,3.0,281.25,335.0,335.0,2.97,0.0,0.0,257.0,3.37,868.0,8.5,14231.0,14644.0,4.01,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Ok
131,PALSANA,2018-19,2018-19R0005,12/14/2018,Tundi,4.875,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,16494.0,3.58,Faulty,Inverter not working ,Yes,Yes,Yes,Yes,Done at site ,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Inverter not working
132,SAROLI SD,2018-19,2018-19R0048,12/19/2018,Saniya hemad,4.225,390,206.0,206.0,5.0,0.0,0.0,240.4,4.4,1028.0,9.8,14000.0,14082.0,3.55,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Yes,Yes,Ok
133,SAROLI SD,2018-19,2018-19R0049,12/21/2018,Saniya hemad,2.925,270,326.0,326.0,1.4,0.0,0.0,246.0,2.2,623.0,6,8275.0,8007.0,2.92,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Ok
134,PALSANA,2018-19,2018-19R0034,12/12/2018,Tundi,5.2,480,522.0,261.0,7.0,261.0,7.0,272.0,13.4,3691.0,16,18000.0,18277.0,3.71,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required,Yes,Ok
135,SAROLI SD,2019-20,2019-20R0231,1/20/2020,Saniya hemad ,4.95,450,531.0,245.4,7.1,285.6,5.2,250.3,13.5,2200.0,14.4,10366.0,10260.0,3.82,Done,Normal,Yes,Yes,Yes,Yes,12 pis kebal tae 2 pis sadal,Yes,Yes,Yes,Ok,Yes,Ok
136,PALSANA,2018-19,2018-19R0035,12/11/2018,Tundi,4.875,450,472.0,236.0,5.1,236.0,5.1,255.0,8.4,3040.0,17,5367.0,15206.0,3.29,Done,Normal,Yes,Yes,Yes,Yes,Done at site,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Bi direction meter not working
137,PALSANA,2018-19,2018-19R0041,12/11/2018,Tundi,4.875,450,509.0,243.0,4.7,266.0,4.7,267.0,6.5,2265.0,18,5496.0,14964.0,3.24,Done,Normal,Yes,Yes,Yes,Yes,Done at site,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required,Yes,Ok
138,SAROLI SD,2018-19,2018-19R0087,1/2/2019,Saniya hemad ,5.2,480,527.0,228.0,5.5,299.0,5.4,249.0,12.1,2054.0,15,17000.0,17031.0,3.54,Done,Normal,Yes,Yes,Yes,Yes,8 pis 25 mm sadal,Yes,Yes,Yes,Yes,Yes,Ok
139,PALSANA,2019-20,2019-20R0442,1/21/2020,Tundi,4.95,450,452.0,262.0,4.3,190.0,4.66,260.0,10.75,1666.0,18,10813.0,10778.0,4.02,Done,Normal,Yes,Yes,Yes,Yes,Done at site,Yes,Yes,Yes,Yes,Yes,Ok
140,SAROLI SD,2018-19,2018-19R0249,1/17/2019,Saniya hemad ,5.85,540,598.0,299.0,3.6,299.0,3.6,237.0,7.4,1355.0,18.5,20000.0,19643.0,3.69,Done,Normal,Yes,Yes,Yes,Yes,17 pis kebal tae,Yes,Yes,Yes,Yes,Yes,Ok
141,SAROLI SD,2018-19,2018-19R0316,1/24/2019,Saniya hemad ,5.85,540,608.0,298.0,3.5,310.0,3.6,240.0,12.5,2855.0,17,19000.0,19213.0,3.63,Done,Normal,Yes,Yes,Yes,Yes,12.pis kebal tae,Yes,Yes,Kalar marvanoche,Yes,Yes,Ok
142,PALSANA,2018-19,2018-19R0290,1/23/2019,Tundi,4.55,420,461.0,225.0,2.2,236.0,2.2,261.0,3.9,1020.0,16,14000.0,14496.0,3.52,Done,Normal,Yes,Yes,Yes,Yes,Done at site,Yes,Yes,Yes,Yes,Yes,Ok
143,PALSANA,2018-19,2018-19R0291,1/23/2019,Tundi,4.55,420,470.0,241.0,2.1,229.0,2.2,357.0,4.3,1045.0,15,15000.0,15082.0,3.66,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,On,Yes,On
144,SAROLI SD,2018-19,2018-19R0214,12/21/2018,Saniya hemad ,5.2,480,538.0,269.0,5.95,269.0,5.95,253.0,11.5,2650.0,17,18000.0,18208.0,3.73,Done,Normal,Yes,Yes,Yes,Yes,9 pis kebal tae 6 pis 25 mm sadal,Yes,Yes,Kalar karvo padse,Yes,Yes,Ok
145,PALSANA,2019-20,2019-20R0819,7/17/2020,Tundi,4.95,450,507.0,239.0,8.1,268.0,8.2,260.0,2.1,567.0,19,5911.0,6077.0,3.37,Done,Normal,Yes,Yes,Yes,Yes,Done at site,Yes,Yes,Yes,Yes,Yes,AC SPD defective 
146,AKOTA CITY SD,2019-20,2019-20R0491,2/15/2020,Akota,2.97,270,549.0,297.0,4.2,252.0,4.5,252.0,4.5,1438.0,3.7,6039.0,6341.0,4.13,Tampering,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Normal
147,AKOTA CITY SD,2019-20,2019-20R0808,8/26/2020,Akota,4.62,420,466.0,197.0,2.0,269.0,2.5,256.0,10.8,981.0,9.4,5066.0,5219.0,3.49,Tampering,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Normal
148,VASANA SD,2018-19,2018-19R0121,1/30/2019,Vasana,3.25,300,316.0,316.0,8.2,0.0,0.0,260.0,10.0,2589.0,7.2,10000.0,10533.0,3.61,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Normal
149,VASANA SD,2018-19,2018-19R0315,2/11/2019,Vasana,3.15,290.77,310.0,310.0,2.4,0.0,0.0,254.0,2.6,1374.0,7.2,11000.0,4567.0,1.64,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Solar meter changed.!!
150,VASANA SD,2018-19,2018-19R0110,2/22/2019,Vasana,3.25,300,289.0,289.0,1.8,0.0,0.0,254.0,1.8,522.0,7.6,11000.0,12590.0,4.43,Done,Normal,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Normal
151,GOTRI CITY SD,2018-19,2018-19R0109,1/26/2019,Gotri,5.2,480,538.0,270.0,1.1,268.0,1.2,254.0,2.6,691.0,18,17000.0,17506.0,3.73,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Normal
152,KARELIBAUG CITY SD,2019-20,2019-20R0968,9/9/2020,Vadodara,3.3,300,341.0,341.0,5.0,0.0,0.0,272.0,6.8,1640.0,10,4228.0,4166.0,4.06,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not applicable,Yes,Plant running normal conditions
153,KARELIBAUG CITY SD,2019-20,2019-20R0812,9/9/2020,Vadodara,3.3,300,327.3,327.3,6.4,0.0,0.0,272.0,7.6,1636.0,10,4304.0,4256.0,4.15,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Panding 02 block,Yes,Plant running normal conditions
154,KARELIBAUG CITY SD,2019-20,2019-20R0948,7/30/2020,Vadodara,2.97,270,288.0,288.0,7.5,0.0,0.0,267.2,6.5,1766.0,8.2,3765.0,3884.0,3.72,Done,Normal,Yes,Yes,Yes,Yes,Yes,WiFi reconfiguration done,Yes,Yes,Panding 02 block,Yes,Plant running normal conditions
155,KARELIBAUG CITY SD,2019-20,2019-20R0557,3/5/2020,Vadodara,2.97,270,281.7,281.7,0.6,0.0,0.0,249.0,0.7,175.0,11,5999.0,6012.0,4.06,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Plant running normal conditions
156,KARELIBAUG CITY SD,2019-20,2019-20R0830,9/9/2020,Vadodara,2.97,270,287.1,287.1,0.4,0.0,0.0,245.0,0.4,113.0,11,3813.0,3755.0,4.07,Done,Normal,Yes,Yes,Yes,Yes,Yes,Reconfiguration done,Yes,Yes,Yes,Yes,Plant running normal conditions
157,BHARUCH CITY EAST,2019-20,2019-20R0057,1/7/2020,Bharuch ,2.97,270,302.0,302.0,7.4,0.0,0.0,273.0,4.9,866.0,3,6850.0,6957.0,4.19,Done,Normal,Yes,Yes,On,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,On,Yes,Ok
158,BHARUCH CITY EAST,2019-20,2019-20R0098,1/7/2020,Bharuch,2.97,270,305.0,305.0,5.9,0.0,0.0,357.0,7.1,2253.0,3,6659.0,6677.0,4.02,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,On,Yes,Ok
159,BHARUCH CITY EAST,2019-20,2019-20R0592,3/18/2020,Bharuch ,2.9,263.64,266.0,266.0,7.1,0.0,0.0,275.0,4.6,1465.0,5.5,5555.0,5744.0,4.06,Done,Normal,Yes,Yes,Yes,Yes,12 પીસ કેબાલ ટાઈ ,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,No,Yes,Ok
160,BHARUCH CITY EAST,2019-20,2019-20R0276,1/7/2020,Bharuch,2.97,270,319.0,319.0,2.1,0.0,0.0,243.0,2.7,659.0,4.5,4570.0,6570.0,3.96,Done,Normal,Yes,Yes,Yes,Yes,17 પીસ કેબલ તાઈ લગાવી ,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Ok
161,BHARUCH CITY EAST,2019-20,2019-20R0051,1/7/2020,Bharuch,2.9,263.64,303.0,303.0,1.1,0.0,0.0,247.0,1.5,394.0,4.6,6386.0,6402.0,3.95,Done,Normal,Yes,Yes,Yes,Yes,7કેબલ તાય ,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Ok
162,BHARUCH CITY EAST,2019-20,2019-20R0053,1/18/2020,Bharuch,2.9,263.64,309.0,309.0,1.9,0.0,0.0,253.0,2.0,537.0,4.6,6684.0,6717.0,4.23,Done,Normal,Yes,Yes,Yes,Yes,15કેબલ તાય ,Yes,Yes,Yes,Yes,Yes,Ok
163,BHARUCH CITY EAST,2019-20,2019-20R0670,7/9/2020,Bharuch,5.28,480,546.0,272.0,3.4,274.0,3.6,270.0,4.7,2043.0,8.5,7142.0,7275.0,3.67,Done,Normal,Yes,Yes,Yes,Yes,14કેબલ તાય ,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Ok
164,BHARUCH CITY EAST,2019-20,2019-20R0052,1/7/2020,Bharuch,3.3,300,336.0,336.0,4.1,0.0,0.0,261.0,5.5,1421.0,5.8,7548.0,7671.0,4.16,Done,Normal,Yes,Yes,Yes,Yes,7પીસ કેબલ તાઈ ,Yes,Yes,Yes,Yes,Yes,Ok
165,BHARUCH CITY EAST,2019-20,2019-20R0146,1/7/2020,Bharuch,4.62,420,476.0,232.0,4.82,244.0,4.3,260.0,8.37,1922.0,8.9,10195.0,10026.0,3.88,Done,Normal,Yes,Yes,Yes,Yes,9કેબલ તાય ,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Ok
166,SAMA O&M SD,2019-20,2019-20R0169,7/21/2020,Sama,5.94,540,546.0,244.0,1.8,302.0,1.9,258.0,4.1,1085.0,9.5,7264.0,7464.0,3.46,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Normal
167,BHARUCH CITY EAST,2019-20,2019-20R0240,1/7/2020,Bharuch,2.97,270,303.0,303.0,4.0,0.0,0.0,246.0,4.7,1242.0,6.1,6501.0,6517.0,3.93,Done,Normal,Yes,Yes,Yes,Yes,14 પીસ કેબલ તાઈ ,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
168,SAMA O&M SD,2019-20,2019-20R0192,8/26/2020,Sama,2.97,270,326.0,326.0,7.1,0.0,0.0,263.0,8.0,1831.0,6.2,4063.0,4071.0,4.19,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Wifi installed
169,SAMA O&M SD,2018-19,2018-19R0295,2/19/2019,Sama,5.85,540,596.8,298.8,8.8,298.0,8.0,258.0,10.0,4454.0,13,21000.0,20663.0,4.01,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Normal
170,SAMA O&M SD,2018-19,2018-19R0296,1/26/2019,Sama,3.25,300,331.4,331.4,2.5,0.0,0.0,261.0,3.4,907.0,7.8,11000.0,11606.0,3.95,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2 block left,Yes,Normal
171,SAMA O&M SD,2019-20,2019-20R0704,5/25/2020,Sama,2.97,270,301.0,301.0,3.9,0.0,0.0,257.0,3.4,1140.0,10,4944.0,5026.0,4.03,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Normal
